Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9457,7.27,57.77,BUY,02-12-2024 22:51,2998.95,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.00254439,9.38E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9487,100,794.87,BUY,02-12-2024 22:51,3006.217456,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.03499993,1.01E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9499,28.62,227.53,BUY,02-12-2024 22:51,3106.182456,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.01001698,1.23E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.95,1866.11,14835.57,BUY,02-12-2024 22:51,3134.792439,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.65313849,7.78E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9271,100,792.71,BUY,02-12-2024 22:54,5000.249301,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03499993,3.50E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9271,98,776.86,BUY,02-12-2024 22:54,5100.214301,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03429993,1.04E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9272,21.01,166.55,BUY,02-12-2024 22:54,5198.180001,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00735341,9.22E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9275,20.27,160.69,BUY,02-12-2024 22:54,5219.182647,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00709441,9.01E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9285,151.92,1204.5,BUY,02-12-2024 22:54,5239.445553,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.05317197,1.08E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9292,25,198.23,BUY,02-12-2024 22:54,5391.312381,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00874993,2.58E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9295,9,71.37,BUY,02-12-2024 22:54,5416.303631,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00314988,4.13E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9298,144.09,1142.6,BUY,02-12-2024 22:54,5425.300481,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.05043141,6.85E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9311,16.05,127.29,BUY,02-12-2024 22:54,5569.34005,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00561737,6.51E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9315,200,1586.3,BUY,02-12-2024 22:54,5585.384432,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.07,3.71E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9323,294.37,2335.03,BUY,02-12-2024 22:54,5785.314432,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.10302938,2.17E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9324,259.34,2057.19,BUY,02-12-2024 22:54,6079.581403,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.09076899,1.09E+12,1.73E+12
